Intérprete,Código,Título
Calvin Harris Ft Rihanna,60670,This Is What You Came For
"Calvin Harris, Alesso, Hurts",68428,Under Control
"Calvin Harris, Ellie Goulding",68430,I Need Your Love
"Calvin Harris, Haim",68431,Pray To God
"Calvin Harris, Tinashe",68433,Dollar Signs
Cam,68434,Burning House
Camargo Y Luciano,68435,Antes De Volver A Casa
Camargo Y Luciano,68436,Cambia Del Vida
Camargo Y Luciano,68437,Corazón En Pedazos
Camargo Y Luciano,68438,Corazón En Soledad
Cameo,68439,Word Up
Camila Cabello,19825,Never Be The Same
Camila Cabello,20293,CRYING IN THE CLUB
Camila Cabello,20408,MILLION TO ONE
Camila Cabello - Young Thug,19764,Havana
Camilo Cesto,8529,Perdoname
Camilo Sesto,8461,Melina
Canaan Smith,68441,Love You Like That
Canned Heat,68442,Going Up The Country
Capim Cubano,50943,Guantanamera
Capital Cities,60671,Safe And Sound
Capital Cities,68443,"I Sold My Bed, But Not My Stereo"
Capital Cities,68444,One Minute More
Capital Cities,19851,Safe And Sound
Captain And Tennille,2523,Do That To Me One More Time
Captain E Tennille,68445,Love Will Keep Together
Captain E Tennille,68446,Shop Around
Captain E Tennille,68447,The Wedding Song
Captain-Tennille,5939,Love Will Keep Us Together
Caramelito,8331,Ese Chico Me Hace Plop
Cardigans,8946,Lovefool Guia Vocal
Cardigans,8962,Lovefool
Carl Douglas,5930,Kung Fu Fighting
Carl Perkins,4868,Blue Suede Shoes
Carl Smith,68448,Are You Teasing Me
Carl Smith,68449,Back Up Buddy
Carl Smith,68450,Loose Talk
Carlene Carter,68451,I Love You 'Cause I Want To
Carlene Carter,68452,The Sweetest Thing
Carlos Baute,8703,Amar A Dos
Carlos Gardel,60673,A Media Luz
Carlos Gardel,60674,Adios Muchachos
Carlos Gardel,60675,Adios Pampa Mia
Carlos Gardel,60676,Caminito
Carlos Gardel,60677,Cuesta Abajo
Carlos Gardel,60678,Dicen Que Dicen
Carlos Gardel,60679,El Choclo
Carlos Gardel,60680,El Dia Que Me Quieras
Carlos Gardel,60681,Esta Noche Me Emborracho
Carlos Gardel,60682,Garufa
Carlos Gardel,60683,La Cumparsita
Carlos Gardel,60684,Mano A Mano
Carlos Gardel,60685,Mi Buenos Aires Querido
Carlos Gardel,60686,Por Una Cabeza
Carlos Gardel,60687,Volver
Carlos Gardel,60688,"Yira, Yira"
Carlos Gardel,8016,Caminito
Carlos Gardel,8062,Mi Buenos Aires Querido
Carlos Gardel,8064,Milonga Sentimental
Carlos Gardel,8142,La Cumparsita
Carlos Gardel,8171,Por Una Cabeza
Carlos Gardel,8198,Volver
Carlos Gardel,8221,El Dia Que Me Quieras
Carlos Gardel,8581,Adios Muchachos
Carlos Gardel,8804,Madreselva
Carlos Oliva E Los Sobrinos,3368,Macarena
Carlos Ponce,8135,Escuchame
Carlos Ponce,8924,Mujer Con Pantalones
Carlos Santana,60689,Corazón Espinado
Carly Rae Jepsen,19046,Call Me Maybe
Carly Rae Jepsen,19074,This Kiss
Carly Simon,60692,Moonlight Serenade
Carly Simon,60694,You'Re So Vain
Carly Simon,68453,Mockingbird
Carly Simon,68454,Two Little Sisters
Carly Simon,2528,Just Like You Do
Carly Simon,4695,Coming Around Again
Carly Simon,9077,You Know What To Do
Carly Simon,9145,Nobody Does It Better
Carly Simon,20135,YOU RE SO VAIN
Carly Simon,74629,Anticipation
Carly Simon E James Taylor,60691,Mockingbird
Carmelo Pagano,7021,L'Amore Se Ne Va
Carmen Maki,5197,Toki Niwa Haha No Nai Kono Youni
Carmen Maki,5307,Yagui Ni Hikarete
Caro Emerald,19161,A Night Like This
Carol Douglas,68455,Doctor'S Orders
Carol E Vitória,73628,Jura Juradinho
Carol Elizabeth Jones,68456,Comin' Down From God
Carol Song,4528,Jingle Bells
Carol Song,4604,Silent Night
Carol Song,4651,Silver Bells
Carol Song,4664,White Christmas
Carole King,68457,I Feel The Earth Move
Carole King,68458,Nightingale
Carole King,68459,Sweet Seasons
Carole King,68460,Way Over Yonder
Carole King,4730,It'S Too Late
Carole King,9171,So Far Away
Carolina Rain,68461,Weight Of The World
Carolyn Dawn Johnson,68462,Complicated
Carolyn Dawn Johnson,68463,Die Of A Broken Heart
Carolyn Dawn Johnson,68464,Georgia
Carolyn Dawn Johnson,68465,I Don'T Want You To Go
Caros Gardel,8758,Mi Noche Triste
Carpenters,68467,Have Yourself A Merry Little Christmas
Carpenters,68471,Touch Me When We'Re Dancing
Carpenters,2552,Bless The Beasts And The Children
Carpenters,4606,Superstar
Carpenters,4612,Top Of The World
Carpenters,4615,Yesterday Once More
Carpenters,4728,It'S Gonna Take Some Time
Carpenters,4752,Only Yesterday
Carpenters,4756,Please Mr. Postman
Carpenters,4914,I Need To Be In Love
Carpenters,9014,Close To You
Carpenters,9068,This Masquerade
Carpenters,9115,Hurting Each Other
Carpenters,9133,Let Me Be The One
Carpenters,9156,Rainy Days And Mondays
Carpenters,9194,We'Ve Only Just Begun
Carpenters,19173,For All We Know
Carpenters,19668,Sing
Carpenters,20367,THERE`S A KIND OF HUSH
"Carpenters, The",60695,All You Get From Love Is A Love Song
"Carpenters, The",60698,Goodbye To Love
"Carpenters, The",60701,I Won'T Last A Day Without You
"Carpenters, The",60702,Jambalaya On The Bayou
"Carpenters, The",60703,Merry Christmas Darling
"Carpenters, The",60707,Sandy
"Carpenters, The",60709,There'S A Kind Of Hush
"Carpenters, The",60710,They Long To Be Close To You
Carrie Underwood,60714,Jesus Take The Wheel
Carrie Underwood,60715,Mama'S Song
Carrie Underwood,68472,Home Sweet Home
Carrie Underwood,68473,Little Toy Guns
Carrie Underwood,68474,Quitter
Carrie Underwood,68475,Smoke Break
Carrie Underwood,68476,So Small
Carrie Underwood,68477,Some Hearts
Carrie Underwood,68478,We'Re Young And Beautiful
Cars (The),9255,Drive
"Cars, The",60716,Shake It Up
Cartel,60717,Honestly
Cascada,60718,Because The Night
Cascades (The),4649,Rhythm Of The Rain
"Cash Cash, Bebe Rexha",68479,Take Me Home
"Cash Cash, John Rzeznik",68480,Lightning
Cassadee Pope,68481,11
Cassadee Pope,68482,I Wish I Could Break Your Heart
Cassadee Pope,68483,Wasting All These Tears
Cat Stevens,72597,Morning Has Broken
Cat Stevens,9074,Wild World
Cat Stevens,20255,FATHER AND SON
Cat Stevens,74630,Father Son
Catherine Britt E Elton John,68484,Where We Both Say Goodbye
Cathy Carr,68485,Ivory Tower
Cathy Dennis,68486,Just Another Dream
Cats,60720,Memory
Catupecu Machu,8440,Entero O A Pedazos
Catupecu Machu,8498,Y Lo Que Quiero Es Que Pises Sin El Suelo
Catupecu Machu,8515,Eso Vive
Catupecu Machu,8593,Cuentos Decapitados
Cavaleiros Do Zodiaco,72133,Pegasus Fantasy
Cavaleiros Do Zodiaco,72134,Soldier Dream
Cavaleiros Do Zodíaco,72135,Classica
Ce Ce Peniston,19573,Finally
Cecilia Carrizo,8018,Caramelito Y Vos
Cecilia Krull,20051,My Life Is Going On
Cee Lo Green,60721,Fuck You
CeeLo Green,20272,LEAD ME
Celeste Carballo,8491,Una Cancion Diferente
Celeste Carballo,8761,Paloma
Celia Cruz,8053,La Vida Es Un Carnaval
Celia Cruz,8269,Que Le Den Candela
Celine Dion,60726,Call The Man
Celine Dion,60727,"Colour Of My Love, The"
Celine Dion,60728,Dance With My Father
Celine Dion,60729,"First Time Ever I Saw Your Face, The"
Celine Dion,60730,God Bless America
Celine Dion,60731,"Greatest Reward, The"
Celine Dion,60732,I Drove All Night
Celine Dion,60733,If There Was Any Other Way
Celine Dion,60736,O Holy Night
Celine Dion,60737,That'S Just The Woman In Me
Celine Dion,60738,The Prayer
Celine Dion,60739,You Make Me Feel Like A Natural Woman
Celine Dion,68487,Here There And Everywhere
Celine Dion,68490,Where Does My Heart Beat Now
Celine Dion,3924,My Heart Will Go On
Celine Dion,4685,Because You Loved Me
Celine Dion,4811,All By Myself
Celine Dion,4983,To Love You More
Celine Dion,9037,I'M Alive
Celine Dion,9121,(If There Was) Any Other Way
Celine Dion,19194,The Christmas Song
Celine Dion,19271,That`S The Way It Is
Celine Dion,19321,A New Day Has Come (Radio Remix)
Celine Dion,19557,The Power Of Love
Celine Dion,19657,It'S All Coming Back To Me Now
Celine Dion,20138,I SURRENDER
Celine Dion,20175,IMPERFECTIONS
Celine Dion,73337,Pour Que Tu M'Aimes Encore
Celine Dion,73428,Pour Que Tu M'Aimes Encore
Celine Dion,20419,WATER FROM THE MOON
Celine Dion - Andrea Bocelli,19410,The Prayer
Celine Dion E Barbra Streisand,60722,Tell Him
Celine Dion E Carole King,60723,The Reason
Celine Dion E Frank Sinatra,60724,All The Way
Celine Dion E Luciano Pavarotti,60725,I Hate You Then I Love You
Celine Dion E R. Kelly,68491,I'M Your Angel
Celine Dion-Bee Gees,4723,Immortality
Century,60740,Lover Why
Century,2531,Lover Why
César Banana Pueyrredón,8214,Conociendote
Cetu Javu,8541,Adonde
Chad Brock,68492,That Was
Chad Kroeger - Josey Scott,19253,Hero
CHAD KROEGER & JOSEY SCOTT,97122,HERO
Chage And Aska,18457,If
Chage E Aska,5168,Say Yes
Chage E Aska,5189,Yah Yah Yah
Chage E Aska,5450,Otoko To Onna
Chainsmokers (The) - Halsey,20093,CLOSER
Chainsmokers E Daya,60741,Don'T Let Me Down
Chainsmokers E Halsey,60742,Closer
Chaka Kahn,60743,Ain'T Nobody
Chalee Tennison,68493,Handful Of Water
Chalee Tennison,68494,Just Because She Lives There
Chan Unsuku,2274,Kakugo Shidai
Chan Unsuku,18292,Garasu No Pierce
Chan Unsuku,18307,Meguriai
Chan Unsuku,18357,Unmei No Shujinkoh
Changeman,72136,Classica
Channels,5161,Run Away
Charlene,19886,Ive Never Been To Me
Charles Aznavour,60744,Hier Encore
Charles Aznavour,60745,Old Fashioned Way
Charles Aznavour,60746,Que C'Est Triste Venise
Charles-Eddie,9198,Would I Lie To You
Charley Pride,60747,Crystal Chandeliers
Charley Pride,68495,A Shoulder To Cry On
Charley Pride,68496,Burgers And Fries
Charley Pride,68497,I'Ll Be Leaving Alone
Charley Pride,68498,I'M Just Me
Charley Pride,68499,Is Anybody Goin' To San Antone
Charley Pride,68500,Kiss An Angel Good Morning
Charley Pride,68501,Never Been So Loved (In All My Life)
Charley Pride,68502,Someone Loves You Honey
Charley Pride,68503,The Snakes Crawl At Night
Charli Xcx,60748,Boom Clap
Charli Xcx,60749,Famous
Charlie Cruz,72802,Si No Te Hubieras Ido
Charlie Puth,60751,One Call Away
Charlie Puth,19812,Attention
Charlie Puth - Meghan Trainor,19407,Marvin Gaye
Charlie Puth - Selena Gomez,20209,WE DON T TALK ANYMORE
Charlie Puth E Selena Gomez,60750,We Don'T Talk Anymore
Charlie Rich,68504,A Very Special Love Song
Charlie Rich,68505,Big Boss Man
Charlie Rich,68506,I Love My Friend
Charlie Rich,68507,My Elusive Dreams
Charlie Rich,68508,Rollin' With The Flow
Charlie Rich,68509,She Called Me Baby
Charlie Rich,68510,The Most Beautiful Girl
Charlie Walker,68511,Pick Me Up On Your Way Down
Charlie Xcx,68512,Break The Rules
Charlotte Lawrence,73533,Slow Motion
Charly García,8162,No Voy En Tren
Charly García,8308,Buscando Un Simbolo De Paz
Charly García,8311,Cerca De La Revolucion
Charly García,8460,Me Siento Mucho Mejor
Charly García,8509,De Mi
Charly García,8558,Filosofia Barata Y Zapatos De Goma
Charly García,8594,Demoliendo Hoteles
Charly García,8618,Tu Vicio
Charly García,8649,Nos Siguen Pegando Abajo (Pecado Mortal)
Charly García,8689,Raros Peinados Nuevos
Charly García,8728,No Me Dejan Salir
Charly García,8740,Yendo De La Cama Al Living
Charly García,8753,Inconsciente Colectivo
Charly García,8755,Los Dinosaurios
Charly García,8820,Yo No Quiero Volverme Tan Loco
Charly García,8835,Hablando A Tu Corazon
Charly Gracía - Pedro Aznar,8293,Tu Amor
Charly Mcclain,68513,Sleepin' With The Radio On
Charly Mcclain,68514,Who'S Cheatin' Who
Charo,51043,Dance A Little Bit Closer (Mais Rapida)
Charo,51044,Dance A Little Bit Closer
Chase Bryant,68515,Take It On Back
Chase Rice,68516,Gonna Wanna Tonight
Chase Rice,68517,Ready Set Roll
Chayanne,8076,Provocame
Chayanne,8098,Yo Te Amo
Chayanne,8110,Boom Boom
Chayanne,8127,Dejaria Todo
Chayanne,8184,Tal Vez Es Amor
Chayanne,8210,Baila Baila
Chayanne,8277,Salome
Chayanne,8304,Atado A Tu Amor
Chayanne,8310,Candela
Chayanne,8394,Volver A Nacer
Chayanne,8409,Ay Mama
Chayanne,8448,Hasta Que El Alma Resista
Chayanne,8538,Y Tu Te Vas
Chayanne,8696,Un Siglo Sin Ti
Chayanne,8852,Sentada Aqui En Mi Alma
Chayanne,8939,Vivo
Chayanne - Jennifer Lopez,8422,Dame
Cheap Trick,68518,If You Want My Love
Cheap Trick,68519,Surrender
Cheap Trick,68520,The Flame
Chelsia Chan,4629,Graduation Tears
Chely Wright,68521,Back Of The Bottom Drawer
Chely Wright,68522,I Already Do
Chely Wright,68523,It Was
Chely Wright,68524,Jezebel
Chely Wright,68525,Just Another Heartache
Chely Wright,68526,Sea Of Cowboy Hats
Chely Wright,68527,Shut Up And Drive
Chely Wright,68528,Single White Female
Chemistry,5779,Pieces Of A Dream
Chemistry,5781,Point Of No Return
Chemistry,5843,You Go Your Way
Chemistry,18382,My Gift To You
Cher,68529,All Or Nothing
Cher,68530,"Gypsys, Tramps And Thieves"
Cher,68531,If I Could Turn Back Time
Cher,4865,Believe
Cher,4969,Strong Enough
Cher E Peter Cetera,60752,After All
Cherish,5178,Tentou Mushino Samba
Cheryl Lynn,72803,Got To Be Real (Com Back)
Cheryl Lynn,19819,Got To Be Real
Cheryl Lynn,20223,GO TO BE REAL
Cheuni,2005,Hirenka
Cheuni,2141,Hoshizora No Tokyo
Cheuni,2234,Tokyo Twilight
Cheuni,5713,Ikegamissen
Cheuni,5791,Saiai No Hito
Cheuni,18354,Tokyo No Kareha
Chiaki Naomi,2238,Yakusha
Chiaki Naomi,5242,Kassai
Chiba Kazuo,18533,Masato Bushi
Chiba Kazuo,18584,Miren Bune
Chic,20114,LE FREAK
CHIC,97123,DANCE DANCE DANCE
CHIC,97124,LE FREAK
Chicago,51048,Happy Man
Chicago,51051,If You Leave Me Now
Chicago,60756,Baby What A Big Surprise
Chicago,60759,I Don'T Wanna Live Without Your Love
Chicago,60761,What Kind Of Man Would I Be
Chicago,68532,25 Or 6 To 4
Chicago,68534,Beginnings
Chicago,68535,Feelin' Stronger Every Day
Chicago,2560,You'Re The Inspiration
Chicago,4619,Colour My World
Chicago,4631,If You Leave Me Now
Chicago,4641,Make Me Smile
Chicago,9222,Hard For Me To Say I'M Sorry
Chicago,20183,HAPPY MAN
Chichi Peralta,8206,Amor Narcotico
Chichi Peralta,8472,Procura
Chico Novarro,8588,Como
Chico Novarro,8640,El Camaleon
Chico Novarro,8698,Vicio
Chico Novarro,8709,Cuenta Conmigo
Chico Novarro,8883,Monologo
CHICORY CHIP,97125,SON OF MY FATHER
Chicory Tip,60762,Son Of My Father
Chihiro Onitsuka,5361,Guekkou
Children'S,68536,"Michael, Row The Boat Ashore"
Children'S Bible Song,68537,I'Ve Got A Feeling
Children'S Bible Songs,68538,A Little Talk With Jes
Children'S Bible Songs,68539,Do Lord
Children'S Bible Songs,68540,Down By The Riverside
Children'S Bible Songs,68541,Down In My Heart
Children'S Bible Songs,68542,Go Tell It On The Mountain
Children'S Bible Songs,68543,He'S Got The Whole World In His Hands
Children'S Bible Songs,68544,I'M Gonna Sing
Children'S Bible Songs,68545,Jesus Loves Me
Children'S Bible Songs,68546,"Oh, How I Love Jesus"
Children'S Bible Songs,68547,Old Time Religion
Children'S Bible Songs,68548,Rock My Soul
Children'S Bible Songs,68549,Standin' In The Need Of Prayer
Children'S Bible Songs,68550,This Is The Way We Go To Church
Children'S Bible Songs,68551,This Little Light Of Mine
Children'S Bible Songs,68552,What A Friend We Have In Jesus
Children'S Bible Songs,68553,What A Mighty God We Serve
Children'S Bible Songs,68554,Whisper A Prayer
Children'S Favorites,68555,Jimmy Cracked Corn
Children'S Favorites,68556,Michael Finnegan
Children'S Favorites,68557,Muffin Man
Children'S Favorites,68558,Old Macdonald
Children'S Favorites,68559,Shortenin' Bread
Children'S Favorites,68560,The Crawdad Song
Children'S Favorites,68561,This Little Light Of Mine
Children'S Favorites,68562,Turkey In The Straw
Children'S Favorites,68563,Yankee Doodle
Children'S Fun Songs,68564,A Hunting We Will Go
Children'S Fun Songs,68565,How Much Is That Doggie In The Window
Children'S Fun Songs,68566,One Potato
Children'S Fun Songs,68567,The Farmer In The Dell
Children'S Happy Songs,68568,The Alphabet Song
Children'S Nursery Rhymes,68569,Ten Little Indians
Children'S Nursery Rhymes,68570,Three Blind Mice
Children'S Nursery Rhymes,68571,Twinkle Twinkle Little Star
Children'S Song,68572,Alouette
Children'S Song,68573,Down By The Station
Children'S Song,68574,Fuzzy Wuzzy
Children'S Song,68575,Get On Board
Children'S Song,68576,Hickory Dickory Dock
Children'S Song,68577,Hush Little Baby
Children'S Song,68578,I Bought Me A Cat
Children'S Song,68579,I Wanna Be Like You
Children'S Song,68580,It Ain'T Gonna Rain
Children'S Song,68581,Jack And Jill
Children'S Song,68582,Little Bo-Peep
Children'S Song,68583,Oh Dear What Can The Matter Be
Children'S Song,68584,One Little Brown Bird
Children'S Song,68585,Pat-A-Cake Pat-A-Cake
Children'S Song,68586,Put Your Finger On Your Nose
Children'S Song,68587,Skinny Marinky Dink
Children'S Song,68588,The Old Grey Mare
Children'S Song,68589,The Wheels On The B
Children'S Song,68590,There'S A Hole In The Bucket
Children'S Song,68591,We'Re Going On A Bear Hunt
Children'S Song,68592,Where Is Thumpkin
Children'S Song,68593,Wiggerly Woo
Children'S Songs,68594,Jesloves The Little Children
Children'S Toddler Tunes,68595,Clementine
Children'S Toddler Tunes,68596,Home On The Range
Children'S Toddler Tunes,68597,I'Ve Been Working On The Railroad
Children'S Toddler Tunes,68598,Lazy Mary
Children'S Toddler Tunes,68599,Little Brown Jug
Children'S Toddler Tunes,68600,My Bonnie Lies Over The Ocean
Children'S Toddler Tunes,68601,Oh Happy Day
Children'S Toddler Tunes,68602,"Oh, Susanna"
Children'S Toddler Tunes,68603,When Johnny Comes Marching Home Again
Chi-Lites (The),4949,Oh Girl
Chiquititas,8020,Chiquititas 2000
Chiquititas,8123,Corazon Con Agujeritos
Chiquititas,8187,Tilin Tilin
Chiquititas,8274,Rebelde
Chiquititas,8368,Pimpollo
Chiquititas,8775,Ventanita De Los Sueños
Cho Yong Pil,2004,Haha Kage
Cho Yong Pil,2282,Mado No Soto No Onna
Cho Yong Pil,5080,Omoide Maigo
Chocolate 2000,8060,Mayonesa
Chordettes,68604,Mr. Sandman
Chris Brown,51116,Poppin
Chris Brown,51117,Say Goodbye
Chris Brown,51118,With You
Chris Brown,51119,Yo (Excuse Me Miss)
Chris Brown,19029,Yeah 3X
Chris Brown,20155,WITH YOU
Chris Brown,20201,CRAWL
Chris Cagle,68605,Dance Baby Dance
Chris Cagle,68606,"I Breathe In, I Breathe Out"
Chris De Burgh,2530,Love Is My Decision
Chris De Burgh,2549,So Beautifull
Chris De Burgh,4732,Lady In Red
Chris De Burgh,19731,Flying
Chris Isaak,60764,Please
Chris Isaak,19320,Wicked Games
Chris Janson,68608,Buy Me A Boat
Chris Ledoux,68609,Life Is A Highway
Chris Ledoux,68610,Silence On The Line
CHRIS MONTEZ,97102,THE MORE I SEE YOU
Chris Norman - Suzi Quatro,20448,STUMBLIN ? IN
Chris Rea,9028,Fool (If You Think It'S Over)
CHRIS REA,97000,FOOL IF YOU HINK IT'S OVER
Chris Stapleton,68611,Millionaire
Chris Thompson,2507,If You Remember Me
Chris Young,68612,Aw Naw
Chris Young,68613,Tomorrow
Chris Young,68614,Voices
Christian Castro,60766,Vuelveme A Querer
Christian Castro,8008,Angel
Christian Castro,8209,Azul
Christian Castro,8247,Lloran Las Rosas
Christian Castro,8266,Por Amarte Asi
Christian Castro,8393,Volver A Amar
Christian Castro,8404,Alguna Vez
Christian Castro,8499,Yo Queria
Christian Castro,8521,Lloviendo Estrellas
Christie,4807,Yellow River
Christina Aguilera,51123,Lady Marmelade
Christina Aguilera,60768,Ain'T No Other Man
Christina Aguilera,68615,Blessed
Christina Aguilera,68616,Have Yourself A Merry Little Christmas
Christina Aguilera,68617,Love For All Seasons
Christina Aguilera,68618,Love Will Find A Way
Christina Aguilera,68619,Somebody'S Somebody
Christina Aguilera,68620,When You Put Your Hands On Me
Christina Aguilera,4823,Genie In A Bottle
Christina Aguilera,4825,I Turn To You
Christina Aguilera,19453,Beautiful
Christina Aguilera,19597,What A Girl Wants
Christina Aguilera,19608,Come On Over (All I Want Is You)
Christina Aguilera,19694,Fighter
Christina Aguilera,20049,Loyal Brave True
Christina Aguilera,8071,Pero Me Acuerdo De Ti
Christina Aguilera,8170,Por Siempre Tu
Christina Aguilera,8194,Ven Conmigo
Christina Aguilera,8227,Genio Atrapado
Christina Aguilera,8443,Falsas Esperanzas
Christina Aguilera,20096,HURT
Christina Aguilera,20316,THE VOICE WITHIN
Christina Aguilera,20397,KEEPS GETTIN ? BETTER
Christina Aguilera,20461,AIN ?T NO OTHER MAN
Christina Aguilera - A Great Big World,20152,SAY SOMETHING
Christina Aguilera - Lil' Kim - Maya - Pink,19659,Lady Marmalade
Christina Aguilera-Luis Fonsi,8653,Si No Te Hubiera Conocido
Christina Milian,68621,Am To Pm
Christina Perri,60772,Human
Christina Perri,60773,Jar Of Hearts
Christina Perri,19041,A Thousand Years
Christmas Songs,68622,Christ Was Born On Christmas Day
Christophe,60774,Aline
Christopher Cross,2534,Never Be The Same
Christopher Cross,2611,I Will Take You Forever
Christopher Cross,4861,Arthur'S Theme (Best That You Can Do)
Christopher Cross,4961,Sailing
Christopher Cross,20156,ALL RIGHT
Christy Sutherland,68623,Freedom
Chrystian,51128,Give Me
Chrystian,51129,Tears
Chrystian,9254,Don'T Say Goodbye
Chubby Checker,68624,Limbo Rock
Chubby Checker,68625,Pony Time
Chubby Checker,4533,Let'S Twist Again
Chubby Checker,9277,The Twist
Chuck Berry,60777,Rock And Roll Music
Chuck Berry,68626,No Particular Place To Go
Chuck Berry,68627,Roll Over Beethoven
Chuck Berry,4635,Johnny B. Goode
CHUCK BERRY,97126,SWEET LITTLE SIXTEEN
Chuck Wicks,68628,Saturday Afternoon
Chumbawamba,19676,Tubthumping
CHUMBAWAMBA,97127,TUBTHUMPIN
Chvrches,68629,Leave A Trace
City High,68630,Caramel
Claire Guerreso,68631,Skipping Stone
Clare Dunn,68632,Move On
Clash (The),20088,SHOULD I STAY OR SHOULD I GO
"Classics Iv, The",60778,Traces
Claudia Church,68633,It'S All Your Fault
Claudia Church,68634,What'S The Matter With You Baby
Claudia Leitte E Pitbull E Jennifer Lopez,72814,We Are One
Claudio,8682,Me Dijeron
Clay Walker,68635,Dreaming With My Eyes Open
Clay Walker,68636,Hypnotize The Moon
Clay Walker,68637,If You Ever Feel Like Lovin' Me Again
Clay Walker,68638,Live Until I Die
Clay Walker,68639,"Live, Laugh, Love"
Clay Walker,68640,My Heart Will Never Know
Clay Walker,68641,"One, Two, I Love You"
Clay Walker,68642,Ordinary People
Clay Walker,68643,Rumor Has It
Clay Walker,68644,She'S Always Right
Clay Walker,68645,What'S It To You
Clay Walker,68646,Where Do I Fit In The Picture
Clay Walker,68647,Where Do I Go From You
Clean Bandit,60780,Stronger
Clean Bandit - Jess Glynne,19228,Rather Be
Clean Bandit E Louisa Johnson,60779,Tears
Cledt. Judd,68648,My Cellmate Thinks I'M Sexy
Cliff Richard,60781,Bachelor Boy
Cliff Richard,60783,Cliff Richard Medley
Cliff Richard,60784,Congratulations
Cliff Richard,60785,D In Love
Cliff Richard,60786,Dancing Shoes
Cliff Richard,60787,"Day I Met Marie, The"
Cliff Richard,60788,Devil Woman
Cliff Richard,60789,Do You Wanna Dance
Cliff Richard,60790,Don'T Talk To Him
Cliff Richard,60791,Fall In Love With You
Cliff Richard,60792,Gee Whiz It'S You
Cliff Richard,60793,Goodbye Sam Hello Samantha
Cliff Richard,60794,High Class Baby
Cliff Richard,60795,I Could Easily Fall (In Love With You)
Cliff Richard,60796,In The Country
Cliff Richard,60797,It'Ll Be Me
Cliff Richard,60798,Lessons In Love
Cliff Richard,60799,"Little In Love, A"
Cliff Richard,60800,Livin' Lovin' Doll
Cliff Richard,60801,Lucky Lips
Cliff Richard,60802,Move It
Cliff Richard,60803,"Next Time, The"
Cliff Richard,60804,On The Beach
Cliff Richard,60805,Please Don'T Tease
Cliff Richard,60806,Power To All Our Friends
Cliff Richard,60807,Summer Holiday
Cliff Richard,60808,Theme For A Dream
Cliff Richard,60809,Travellin' Light
Cliff Richard,60810,Voice In The Wilderness
Cliff Richard,60812,We Say Yeah
Cliff Richard,60813,Willie E The Hand Jive
Cliff Richard,60814,"Young Ones, The"
Cliff Richard,4609,The Young Ones'
Cliff Richard,9191,We Don'T Talk Anymore
CLIFF ROCHARD,97128,WHAT A WONDERFULL WORLD
Climie Fisher,20020,Love Changes Everything
Clint Black,60815,Burn One Down
Clint Black,68650,Killin' Time
Clint Black,68651,Nothings News
Clint Black,68652,One Emotion
Clint Black,68653,Something That We Do
Clint Black,68654,Summer'S Comin'
Clint Black,68655,Walkin' Away
Clint Black,68656,When I Said I Do
Clint Black (W  Steve Wariner),68649,Been There
Clint Black E Martina Mcbride,68657,Still Holding On
Clive Griffin-Celine Dion,4802,When I Fall In Love
Clovers (The),4593,Love Potion Number Nine
Club Nouveau,19507,Lean On Me
Cnco,19955,Pretend
Cnco - Little Mix,19828,Reggaeton Lento (Remix)
Coasters (The),4504,Besame Mucho
Cocco,5828,Tsuyoku Hakanai Mono Tachi
Coeur De Pirate,73338,Mistral Gagnant
Colbie Caillat,19002,Brighter Than The Sun
Colbie Caillat,19006,I Do
Colbie Caillat,19089,Bubbly
Colbie Caillat,20101,FALLIN FOR YOU
Colbie Caillat,20125,MIDNIGHT BOTTLE
Colbie Caillat,20189,YOU GOT ME
Colbie Caillat,20318,TRY
Cold Play,51177,Charlie Brown
Cold War Kids,68658,First
Coldplay,51184,God Put A Smile Upon Your Face
Coldplay,51188,The Hardest Part
Coldplay,60821,Don'T Panic
Coldplay,60822,Every Teardrop Is A Waterfall
Coldplay,60824,Flowers In The Window
Coldplay,60826,"Hardest Part, The"
Coldplay,60827,Hurts Like Heaven
Coldplay,60829,Life In Technicolor Ii
Coldplay,60830,Lost
Coldplay,60831,Lovers In Japan
Coldplay,60833,Moses
Coldplay,60835,"Rush Of Blood To The Head, A"
Coldplay,60836,"Scientist, The"
Coldplay,60837,Sky Full Of Stars
Coldplay,60838,Speed Of Sound
Coldplay,60839,Talk
Coldplay,60840,Til Kingdom Come
Coldplay,60841,Trouble
Coldplay,60842,Upandup
Coldplay,60843,Violet Hill
Coldplay,72815,Adventure Of A Lifetime (Com Back)
Coldplay,5884,Clocks
Coldplay,19012,Paradise
Coldplay,19024,Viva La Vida
Coldplay,19158,Yellow
Coldplay,19438,Magic
Coldplay,19446,A Sky Full Of Stars
Coldplay,19524,Fix You
Coldplay,19558,The Scientist
Coldplay,19704,In My Place
Coldplay,19811,Adventure Of A Lifetime
Coldplay,20290,THE HARDEST PART
Coldplay,20482,CHARLIE BROWN
Coldplay - Beyonce,19615,Hymn For The Weekend
Coldplay - BTS,20425,MY UNIVERSE
Coldplay - Chainsmokers (The),19834,Something Just Like This
Coldplay - Rihanna,20068,Princess Of China
Coldplay - Selena Gomez,20457,LET SOMEBODY GO
Coldplay E Rihanna,60817,Princess Of China
Cole Porter,60846,I'Ve Got You Under My Skin
Cole Porter,60847,Night And Day
